trust_code,region,trust_name,period,total_attendances,within_4hrs,pct_4hrs_total,pct_4 hrs_type1,total_emergency_dmissions,over_12hrs
RXL,NHS England North West ,Blackpool Teaching Hospitals NHS Foundation Trust,2025-10,"20,508","15,706",76.6,52.0,"4,176",544
RMC,NHS England North West ,Bolton NHS Foundation Trust,2025-10,"12,779","7,941",62.1,49.3,"4,160",288
RY2,NHS England North West ,Bridgewater Community Healthcare NHS Foundation Trust,2025-10,"3,121","3,068",98.3,,0,0
RJR,NHS England North West ,Countess Of Chester Hospital NHS Foundation Trust,2025-10,"8,054","5,205",64.6,54.2,"3,387",530
RJN,NHS England North West ,East Cheshire NHS Trust,2025-10,"4,781","2,322",48.6,47.9,"1,047",256
RXR,NHS England North West ,East Lancashire Hospitals NHS Trust,2025-10,"25,981","20,371",78.4,65.8,"6,431","1,380"
RXN,NHS England North West ,Lancashire Teaching Hospitals NHS Foundation Trust,2025-10,"16,714","11,893",71.2,64.4,"4,730",463
RBQ,NHS England North West ,Liverpool Heart And Chest Hospital NHS Foundation Trust,2025-10,0,0,,,172,0
REM,NHS England North West ,Liverpool University Hospitals NHS Foundation Trust,2025-10,"28,155","18,499",65.7,47.7,"7,390",962
REP,NHS England North West ,Liverpool Women's NHS Foundation Trust,2025-10,"1,601","1,334",83.3,,107,0
R0A,NHS England North West ,Manchester University NHS Foundation Trust,2025-10,"47,158","33,823",71.7,59.3,"6,849",85
RBN,NHS England North West ,Mersey And West Lancashire Teaching Hospitals NHS Trust,2025-10,"26,163","19,078",72.9,62.6,"8,790",508
RW4,NHS England North West ,Mersey Care NHS Foundation Trust,2025-10,"14,676","14,187",96.7,,37,0
RBT,NHS England North West ,Mid Cheshire Hospitals NHS Foundation Trust,2025-10,"10,393","6,341",61.0,44.7,"2,922",510
Y02532,NHS England North West ,Miriam Minor Emergency,2025-10,"1,766","1,766",100.0,,0,0
RM3,NHS England North West ,Northern Care Alliance NHS Foundation Trust,2025-10,"36,996","25,662",69.4,59.8,"10,981","1,237"
NV693,NHS England North West ,Rossendale Miu & Ooh,2025-10,"1,009","1,009",100.0,,0,0
NQT5F,NHS England North West ,Skelmersdale Walk In Centre,2025-10,"1,718","1,694",98.6,,0,0
RWJ,NHS England North West ,Stockport NHS Foundation Trust,2025-10,"11,276","7,571",67.1,57.7,"3,707",447
RMP,NHS England North West ,Tameside And Glossop Integrated Care NHS Foundation Trust,2025-10,"12,009","7,320",61.0,51.4,"2,100",590
RBV,NHS England North West ,The Christie NHS Foundation Trust,2025-10,0,0,,,859,0
RET,NHS England North West ,The Walton Centre NHS Foundation Trust,2025-10,0,0,,,177,0
RTX,NHS England North West ,University Hospitals Of Morecambe Bay NHS Foundation Trust,2025-10,"14,143","10,281",72.7,60.9,"4,292",700
RWW,NHS England North West ,Warrington And Halton Teaching Hospitals NHS Foundation Trust,2025-10,"10,668","6,716",63.0,48.3,"2,123",988
RY7,NHS England North West ,Wirral Community Health And Care NHS Foundation Trust,2025-10,"4,249","3,867",91.0,,0,0
RBL,NHS England North West ,Wirral University Teaching Hospital NHS Foundation Trust,2025-10,"11,286","6,487",57.5,43.8,"4,089",822
RRF,NHS England North West ,"Wrightington, Wigan And Leigh NHS Foundation Trust",2025-10,"13,054","9,469",72.5,55.9,"3,060",434
RTK,NHS England South East ,Ashford And St Peter's Hospitals NHS Foundation Trust,2025-10,"10,381","6,580",63.4,49.6,"3,674",361
NTV0B,NHS England South East ,Ashford Walk-In-Centre,2025-10,"2,427","2,399",98.8,,0,0
RWX,NHS England South East ,Berkshire Healthcare NHS Foundation Trust,2025-10,"1,447","1,435",99.2,,36,0
Y02676,NHS England South East ,Brighton Station Health Centre,2025-10,"2,161","2,161",100.0,,0,0
RXQ,NHS England South East ,Buckinghamshire Healthcare NHS Trust,2025-10,"14,267","10,478",73.4,62.8,"5,735",336
RN7,NHS England South East ,Dartford And Gravesham NHS Trust,2025-10,"15,675","12,600",80.4,74.0,"4,016",112
RVV,NHS England South East ,East Kent Hospitals University NHS Foundation Trust,2025-10,"26,188","19,459",74.3,51.6,"3,903","1,238"
RXC,NHS England South East ,East Sussex Healthcare NHS Trust,2025-10,"15,320","11,504",75.1,66.6,"3,230",117
AQM01,NHS England South East ,Faversham Medical Practice Miu,2025-10,"2,943","2,943",100.0,,0,0
NDJ,NHS England South East ,First Community Health And Care Cic,2025-10,"2,218","2,210",99.6,,0,0
RDU,NHS England South East ,Frimley Health NHS Foundation Trust,2025-10,"37,369","27,486",73.6,59.1,"7,287",492
RW1,NHS England South East ,Hampshire And Isle Of Wight Healthcare NHS Foundation Trust,2025-10,"2,826","2,799",99.0,,124,0
RN5,NHS England South East ,Hampshire Hospitals NHS Foundation Trust,2025-10,"14,975","9,668",64.6,54.1,"4,653",29
NVE43,NHS England South East ,Hastings GP Led Health Centre,2025-10,"1,012","1,012",100.0,,0,0
DJV01,NHS England South East ,Herne Bay Health Care Ltd,2025-10,"2,567","2,567",100.0,,0,0
R1F,NHS England South East ,Isle Of Wight NHS Trust,2025-10,"6,287","4,533",72.1,61.4,"1,641",164
RYY,NHS England South East ,Kent Community Health NHS Foundation Trust,2025-10,"6,140","6,127",99.8,,0,0
RWF,NHS England South East ,Maidstone And Tunbridge Wells NHS Trust,2025-10,"23,823","19,020",79.8,78.2,"3,137",317
RPA,NHS England South East ,Medway NHS Foundation Trust,2025-10,"17,451","13,030",74.7,66.0,"2,361",728
RNU,NHS England South East ,Oxford Health NHS Foundation Trust,2025-10,"4,218","3,983",94.4,,0,0
RTH,NHS England South East ,Oxford University Hospitals NHS Foundation Trust,2025-10,"20,100","15,794",78.6,71.8,"10,306",0
AQN04,NHS England South East ,Phl Lymington Utc,2025-10,"2,876","2,864",99.6,,0,0
RHU,NHS England South East ,Portsmouth Hospitals University NHS Trust,2025-10,"17,973","12,894",71.7,61.4,"5,892","1,232"
NTP11,NHS England South East ,Practice Plus Group Hospital - Southampton,2025-10,"5,502","5,389",97.9,,0,0
NTPAD,NHS England South East ,Practice Plus Group Surgical Centre - St Marys Portsmouth,2025-10,"5,451","4,934",90.5,,0,0
RPC,NHS England South East ,Queen Victoria Hospital NHS Foundation Trust,2025-10,"1,395","1,376",98.6,,565,0
RHW,NHS England South East ,Royal Berkshire NHS Foundation Trust,2025-10,"18,334","13,678",74.6,64.9,"3,027",13
RA2,NHS England South East ,Royal Surrey NHS Foundation Trust,2025-10,"9,655","6,881",71.3,64.3,"3,483",12
RTP,NHS England South East ,Surrey And Sussex Healthcare NHS Trust,2025-10,"10,542","6,281",59.6,59.6,"4,041",757
RDR,NHS England South East ,Sussex Community NHS Foundation Trust,2025-10,"11,779","11,606",98.5,,0,0
RHM,NHS England South East ,University Hospital Southampton NHS Foundation Trust,2025-10,"13,660","7,981",58.4,54.6,"6,068",13
RYR,NHS England South East ,University Hospitals Sussex NHS Foundation Trust,2025-10,"33,284","21,890",65.8,62.0,"11,103",961
ACH01,NHS England South East ,Whitstable Medical Practice,2025-10,"4,944","4,944",100.0,,0,0
NTV0W,NHS England South East ,Woking Walk In Centre,2025-10,"2,622","2,558",97.6,,0,0
NQT1I,NHS England South West ,Chippenham Community Hospital,2025-10,"1,645","1,633",99.3,,0,0
RJ8,NHS England South West ,Cornwall Partnership NHS Foundation Trust,2025-10,0,0,,,91,0
RBD,NHS England South West ,Dorset County Hospital NHS Foundation Trust,2025-10,"9,324","7,645",82.0,68.4,"2,624",80
RDY,NHS England South West ,Dorset Healthcare University NHS Foundation Trust,2025-10,0,0,,,2,0
RTQ,NHS England South West ,Gloucestershire Health And Care NHS Foundation Trust,2025-10,"8,164","8,051",98.6,,32,0
RTE,NHS England South West ,Gloucestershire Hospitals NHS Foundation Trust,2025-10,"14,320","9,011",62.9,62.9,"6,029",348
RN3,NHS England South West ,Great Western Hospitals NHS Foundation Trust,2025-10,"12,096","8,458",69.9,49.0,"3,953",326
RVJ,NHS England South West ,North Bristol NHS Trust,2025-10,"9,856","6,057",61.5,61.5,"5,138",401
L83087,NHS England South West ,Okehampton Medical Centre,2025-10,88,88,100.0,,0,0
NQT5H,NHS England South West ,Paulton Memorial Hospital,2025-10,"1,130","1,125",99.6,,0,0
REF,NHS England South West ,Royal Cornwall Hospitals NHS Trust,2025-10,"18,281","14,668",80.2,54.1,"3,879",626
RH8,NHS England South West ,Royal Devon University Healthcare NHS Foundation Trust,2025-10,"18,827","12,500",66.4,56.5,"5,700",207
RD1,NHS England South West ,Royal United Hospitals Bath NHS Foundation Trust,2025-10,"9,562","5,333",55.8,55.8,"5,202",112
RNZ,NHS England South West ,Salisbury NHS Foundation Trust,2025-10,"6,786","4,627",68.2,55.9,"2,437",80
NLX,NHS England South West ,Sirona Care & Health,2025-10,"8,713","8,350",95.8,,0,0
RH5,NHS England South West ,Somerset NHS Foundation Trust,2025-10,"21,216","15,053",71.0,53.1,"4,342",207
RYF,NHS England South West ,South Western Ambulance Service NHS Foundation Trust,2025-10,"1,927","1,885",97.8,,0,0
AAH,NHS England South West ,Tetbury Hospital Trust Ltd,2025-10,609,609,100.0,,0,0
RA9,NHS England South West ,Torbay And South Devon NHS Foundation Trust,2025-10,"10,681","7,264",68.0,53.3,"3,685",35
G3P9C,NHS England South West ,Trowbridge Minor Injuries Unit,2025-10,889,888,99.9,,0,0
RA7,NHS England South West ,University Hospitals Bristol And Weston NHS Foundation Trust,2025-10,"19,238","12,815",66.6,62.1,"6,787",562
R0D,NHS England South West ,University Hospitals Dorset NHS Foundation Trust,2025-10,"19,291","13,265",68.8,58.4,"6,924",434
RK9,NHS England South West ,University Hospitals Plymouth NHS Trust,2025-10,"16,598","11,275",67.9,40.6,"4,935",528
RC9,NHS England East Of England ,Bedfordshire Hospitals NHS Foundation Trust,2025-11,"26,947","20,392",75.7,61.5,"7,364",13
RGT,NHS England East Of England ,Cambridge University Hospitals NHS Foundation Trust,2025-11,"16,620","11,936",71.8,59.5,"3,160",491
RWH,NHS England East Of England ,East And North Hertfordshire Teaching NHS Trust,2025-11,"17,566","12,988",73.9,51.2,"2,514",185
RDE,NHS England East Of England ,East Suffolk And North Essex NHS Foundation Trust,2025-11,"24,233","17,766",73.3,53.8,"5,082",461
RY4,NHS England East Of England ,Hertfordshire Community NHS Trust,2025-11,"1,062","1,037",97.6,,0,0
DT301,NHS England East Of England ,Herts Urgent Care (Ascots Lane),2025-11,"1,934","1,873",96.8,,0,0
RGP,NHS England East Of England ,James Paget University Hospitals NHS Foundation Trust,2025-11,"8,156","6,012",73.7,69.1,"2,190",342
RAJ,NHS England East Of England ,Mid And South Essex NHS Foundation Trust,2025-11,"35,446","24,593",69.4,62.1,"9,839",869
RD8,NHS England East Of England ,Milton Keynes University Hospital NHS Foundation Trust,2025-11,"14,642","10,555",72.1,55.1,"2,562",0
RM1,NHS England East Of England ,Norfolk And Norwich University Hospitals NHS Foundation Trust,2025-11,"19,687","15,840",80.5,69.0,"3,709",236
RGN,NHS England East Of England ,North West Anglia NHS Foundation Trust,2025-11,"20,198","14,198",70.3,61.2,"5,138",862
Y02428,NHS England East Of England ,Putnoe Walk In Centre,2025-11,"3,023","3,023",100.0,,0,0
RQW,NHS England East Of England ,The Princess Alexandra Hospital NHS Trust,2025-11,"10,950","8,785",80.2,72.0,"2,074",314
RCX,NHS England East Of England ,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2025-11,"7,667","4,986",65.0,58.1,"2,138",229
RWG,NHS England East Of England ,West Hertfordshire Teaching Hospitals NHS Trust,2025-11,"16,847","14,076",83.6,69.8,"5,177",18
RGR,NHS England East Of England ,West Suffolk NHS Foundation Trust,2025-11,"8,588","6,455",75.2,72.9,"2,226",229
G0Q0L,NHS England London,Barking Hospital Utc,2025-11,"2,802","2,788",99.5,,0,0
RF4,NHS England London,"Barking, Havering And Redbridge University Hospitals NHS Trust",2025-11,"30,166","21,320",70.7,40.2,"5,898",829
R1H,NHS England London,Barts Health NHS Trust,2025-11,"45,268","31,259",69.1,55.0,"5,643","1,000"
AD913,NHS England London,Beckenham Beacon Ucc,2025-11,"3,712","3,708",99.9,,0,0
RYX,NHS England London,Central London Community Healthcare NHS Trust,2025-11,"12,301","12,166",98.9,,0,0
RQM,NHS England London,Chelsea And Westminster Hospital NHS Foundation Trust,2025-11,"27,504","21,651",78.7,73.1,"3,207",59
RJ6,NHS England London,Croydon Health Services NHS Trust,2025-11,"18,743","14,013",74.8,64.6,"1,268",713
RVR,NHS England London,Epsom And St Helier University Hospitals NHS Trust,2025-11,"13,536","9,717",71.8,68.2,"2,239",712
RJ1,NHS England London,Guy's And St Thomas' NHS Foundation Trust,2025-11,"17,527","14,039",80.1,68.9,"2,333",76
K6K0R,NHS England London,Harold Wood Polyclinic Utc,2025-11,"2,904","2,881",99.2,,0,0
RQX,NHS England London,Homerton Healthcare NHS Foundation Trust,2025-11,"11,300","9,410",83.3,83.3,"2,061",25
RYJ,NHS England London,Imperial College Healthcare NHS Trust,2025-11,"23,245","18,061",77.7,60.8,"4,816",0
RJZ,NHS England London,King's College Hospital NHS Foundation Trust,2025-11,"25,407","17,682",69.6,57.9,"3,877",811
RAX,NHS England London,Kingston And Richmond NHS Foundation Trust,2025-11,"15,389","10,843",70.5,43.1,"3,194",362
RJ2,NHS England London,Lewisham And Greenwich NHS Trust,2025-11,"33,675","25,795",76.6,54.6,"4,956",506
R1K,NHS England London,London North West University Healthcare NHS Trust,2025-11,"29,679","21,872",73.7,49.8,"6,494",667
RP6,NHS England London,Moorfields Eye Hospital NHS Foundation Trust,2025-11,"5,563","5,469",98.3,,251,0
RAT,NHS England London,North East London NHS Foundation Trust,2025-11,"1,466","1,420",96.9,,0,0
RAL,NHS England London,Royal Free London NHS Foundation Trust,2025-11,"43,853","33,680",76.8,66.1,"7,230","2,065"
RAN,NHS England London,Royal National Orthopaedic Hospital NHS Trust,2025-11,0,0,,,27,0
RJ7,NHS England London,St George's University Hospitals NHS Foundation Trust,2025-11,"13,213","10,605",80.3,73.0,"2,530",625
RAS,NHS England London,The Hillingdon Hospitals NHS Foundation Trust,2025-11,"11,786","9,313",79.0,52.1,"1,705",37
Y03218,NHS England London,The Pinn Unregistered Wic,2025-11,918,918,100.0,,0,0
RRV,NHS England London,University College London Hospitals NHS Foundation Trust,2025-11,"14,277","10,056",70.4,70.4,"1,783",292
RKE,NHS England London,Whittington Health NHS Trust,2025-11,"9,340","6,760",72.4,72.4,"1,459",317
NL7,NHS England Midlands ,Assura Vertis Urgent Care Centres (Birmingham),2025-11,"3,460","3,460",100.0,,0,0
8J094,NHS England Midlands ,Badger Ltd,2025-11,"2,041","2,041",100.0,,0,0
RQ3,NHS England Midlands ,Birmingham Women's And Children's NHS Foundation Trust,2025-11,"5,568","4,104",73.7,73.7,884,0
RFS,NHS England Midlands ,Chesterfield Royal Hospital NHS Foundation Trust,2025-11,"13,547","9,324",68.8,46.3,"2,261",325
RYG,NHS England Midlands ,Coventry And Warwickshire Partnership NHS Trust,2025-11,0,0,,,81,0
RY8,NHS England Midlands ,Derbyshire Community Health Services NHS Foundation Trust,2025-11,"8,390","7,958",94.9,,0,0
NNJ,NHS England Midlands ,Dhu Health Care C.I.C,2025-11,"2,137","2,135",99.9,,0,0
Y03007,NHS England Midlands ,Erdington GP Health & Wellbeing Wic,2025-11,"2,203","2,203",100.0,,0,0
RLT,NHS England Midlands ,George Eliot Hospital NHS Trust,2025-11,"8,849","6,985",78.9,74.1,"1,119",417
RNQ,NHS England Midlands ,Kettering General Hospital NHS Foundation Trust,2025-11,"19,202","15,479",80.6,65.1,"2,022",553
C82038,NHS England Midlands ,Latham House Medical Practice,2025-11,299,299,100.0,,0,0
RY5,NHS England Midlands ,Lincolnshire Community Health Services NHS Trust,2025-11,"7,788","7,660",98.4,,0,0
NNJ0H,NHS England Midlands ,Llr Ea - The Merlyn Vaz Health & Social Care Centre,2025-11,"2,937","2,935",99.9,,0,0
NNJ07,NHS England Midlands ,Loughborough Urgent Care Centre,2025-11,"7,515","7,417",98.7,,0,0
NNJ12,NHS England Midlands ,Market Harborough,2025-11,626,626,100.0,,0,0
C82009,NHS England Midlands ,Market Harborough Med.Ctr,2025-11,311,311,100.0,,0,0
NNJ13,NHS England Midlands ,Melton Mowbray,2025-11,540,538,99.6,,0,0
RNS,NHS England Midlands ,Northampton General Hospital NHS Trust,2025-11,"13,297","9,143",68.8,61.6,"2,795",669
RX1,NHS England Midlands ,Nottingham University Hospitals NHS Trust,2025-11,"24,193","15,559",64.3,42.8,"8,220",495
NNJ14,NHS England Midlands ,Oadby,2025-11,"3,275","3,257",99.5,,0,0
NNJ15,NHS England Midlands ,Oakham,2025-11,775,774,99.9,,0,0
RXK,NHS England Midlands ,Sandwell And West Birmingham Hospitals NHS Trust,2025-11,"22,145","15,854",71.6,52.5,"2,781",386
RK5,NHS England Midlands ,Sherwood Forest Hospitals NHS Foundation Trust,2025-11,"16,890","11,359",67.3,54.9,"3,949",484
R1D,NHS England Midlands ,Shropshire Community Health NHS Trust,2025-11,"2,838","2,823",99.5,,0,0
C83023,NHS England Midlands ,Sleaford Medical Group,2025-11,591,591,100.0,,5,0
Y02615,NHS England Midlands ,South Birmingham GP Walk In Centre,2025-11,"4,290","4,290",100.0,,0,0
RJC,NHS England Midlands ,South Warwickshire University NHS Foundation Trust,2025-11,"8,900","6,639",74.6,73.5,"2,336",64
NQTE4,NHS England Midlands ,Summerfield Urgent Care Centre,2025-11,"2,981","2,981",100.0,,0,0
RNA,NHS England Midlands ,The Dudley Group NHS Foundation Trust,2025-11,"15,025","11,379",75.7,64.2,"6,039",155
RL1,NHS England Midlands ,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2025-11,0,0,,,48,0
RL4,NHS England Midlands ,The Royal Wolverhampton NHS Trust,2025-11,"21,171","16,524",78.1,62.6,"7,209",620
RXW,NHS England Midlands ,The Shrewsbury And Telford Hospital NHS Trust,2025-11,"13,361","7,155",53.6,45.5,"5,462","1,454"
RWD,NHS England Midlands ,United Lincolnshire Teaching Hospitals NHS Trust,2025-11,"20,565","13,836",67.3,61.0,"6,117",932
RRK,NHS England Midlands ,University Hospitals Birmingham NHS Foundation Trust,2025-11,"39,341","24,875",63.2,59.5,"18,572","1,702"
RKB,NHS England Midlands ,University Hospitals Coventry And Warwickshire NHS Trust,2025-11,"21,188","15,341",72.4,56.0,"1,431",17
RTG,NHS England Midlands ,University Hospitals Of Derby And Burton NHS Foundation Trust,2025-11,"31,985","22,139",69.2,56.4,"6,020","1,160"
RWE,NHS England Midlands ,University Hospitals Of Leicester NHS Trust,2025-11,"24,848","15,376",61.9,59.4,"10,794",716
RJE,NHS England Midlands ,University Hospitals Of North Midlands NHS Trust,2025-11,"25,334","16,689",65.9,45.6,"5,849","1,093"
RBK,NHS England Midlands ,Walsall Healthcare NHS Trust,2025-11,"14,221","10,254",72.1,62.5,"4,732",545
RWP,NHS England Midlands ,Worcestershire Acute Hospitals NHS Trust,2025-11,"19,048","11,938",62.7,49.1,"3,911","1,083"
RLQ,NHS England Midlands ,Wye Valley NHS Trust,2025-11,"7,004","4,795",68.5,62.8,"1,542",178
RCF,NHS England North East And Yorkshire ,Airedale NHS Foundation Trust,2025-11,"6,810","4,330",63.6,62.3,"2,127",223
